pkid,item_code,item_name,drawing_no,quantity,pn,pn_code,order_no,mm,customer_pn,code,remarks,lastupdate,username,logdel
,101944901,HF507S-41-02,A105423-003 F,1500,,,,,,,,12/1/2017 8:05,marlope,0
,102205501,HF507S-41-02(01),A105910-001 C,1500,,,,,,,,12/1/2017 8:05,marlope,0
,103320801,HF507S-41-02-4001,A109005-001 D,1500,,,,,,,,12/1/2017 8:05,marlope,0
,101945001,HF507S-51-02,A105423-004 F,1500,,,,,,,,12/1/2017 8:05,marlope,0
,103070001,HF507S-51-02(01),A105910-004 C,1500,,,,,,,,12/1/2017 8:05,marlope,0
,103586401,HF507S-51-02-5001,A109005-002 D,1500,,,,,,,,12/1/2017 8:05,marlope,0
,101942701,HF507S-21-01,A105422-001 E,1500,,,,,,,,12/1/2017 8:05,marlope,0
,102205601,HF507S-21-01(01),A105789-001 C,1500,,,,,,,,12/1/2017 8:05,marlope,0
,104337001,HF507S-21-01(09),A111720-001 A,1500,,,,,,,,12/1/2017 8:05,marlope,0
,104710401,HF507S-21-01-2001,A109552-003 C,1500,,,,,,,,12/1/2017 8:05,marlope,0
,102025101,HF507S-21-03,A105424-001 D,1500,,,,,,,,12/1/2017 8:05,marlope,0
,102901601,HF507S-21-03(05),A107978-001 A,1500,,,,,,,,12/1/2017 8:05,marlope,0
,103541301,HF507S-21-23,A109294-001 A,1500,,,,,,,,12/1/2017 8:05,marlope,0
,103466901,HF507S-21-23(02),A109295-001?B,1500,,,,,,,,12/1/2017 8:05,marlope,0
,101943201,HF507S-31-01,A105422-002 E,1500,,,,,,,,12/1/2017 8:05,marlope,0
,102793701,HF507S-31-01(03),A107284-002 B,1500,,,,,,,,12/1/2017 8:05,marlope,0
,104263901,HF507S-31-01-3001,A109552-002 C,1500,,,,,,,,12/1/2017 8:05,marlope,0
,102025201,HF507S-31-03,A105424-002 D,1500,,,,,,,,12/1/2017 8:05,marlope,0
,103541401,HF507S-31-23,A109294-002 A,1500,,,,,,,,12/1/2017 8:05,marlope,0
,103467101,HF507S-31-23(02),A109295-002 B,1500,,,,,,,,12/1/2017 8:05,marlope,0
,101943401,HF507S-41-01,A105422-003 E,1500,,,,,,,,12/1/2017 8:05,marlope,0
,102449401,HF507S-41-01(01),A105789-003 C,1500,,,,,,,,12/1/2017 8:05,marlope,0
,103561801,HF507S-41-01-4001,A109552-001 C,1500,,,,,,,,12/1/2017 8:05,marlope,0
,101945101,HF507S-41-03,A105424-003 D,1500,,,,,,,,12/1/2017 8:05,marlope,0
,103766801,HF507S-41-03(01),A105911-001 C,1500,,,,,,,,12/1/2017 8:05,marlope,0
,104056301,HF507S-41-03(04),A107294-003 C,1500,,,,,,,,12/1/2017 8:05,marlope,0
,103541501,HF507S-41-23,A109294-003 A,1500,,,,,,,,12/1/2017 8:05,marlope,0
,103467501,HF507S-41-23(02),A109295-003 B,1500,,,,,,,,12/1/2017 8:05,marlope,0
,101943601,HF507S-51-01,A105422-004 E,1500,,,,,,,,12/1/2017 8:05,marlope,0
,102855301,HF507S-51-01(01),A105789-004 C,1500,,,,,,,,12/1/2017 8:05,marlope,0
,101945401,HF507S-51-03,A105424-004 D,1500,,,,,,,,12/1/2017 8:05,marlope,0
,104056401,HF507S-51-03(04),A107294-004 C,1500,,,,,,,,12/1/2017 8:05,marlope,0
,103541601,HF507S-51-23,A109294-004 A,1500,,,,,,,,12/1/2017 8:05,marlope,0
,103467801,HF507S-51-23(02),A109295-004 B,1500,,,,,,,,12/1/2017 8:05,marlope,0
,102003401,HF507S-41-04,A105558-003 C,1500,,,,,,,,12/1/2017 8:05,marlope,0
,104294801,HF507A-51-04(11),A111661-001 A,1500,,,,,,,,12/1/2017 8:05,marlope,0
,102003501,HF507S-51-04,A105558-004 C,1500,,,,,,,,12/1/2017 8:05,marlope,0
,102565101,HF507S-51-04(04),A107295-004 A,1500,,,,,,,,12/1/2017 8:05,marlope,0
,102639101,HF507S-51-14(04),A107410-004 A,1500,,,,,,,,12/1/2017 8:05,marlope,0
,104846001,FMS006-2610-0,A112682-001 B,800,,,,,,,,12/1/2017 8:05,marlope,0
,102220401,FMS006-2610-0(01),A106073-001 B,800,,,,,,,,12/1/2017 8:05,marlope,0
,104962801,FMS006-2610-0(02),A113460-001 A,800,,,,,,,,12/1/2017 8:05,marlope,0
,105835401,FMS006-2610-0(06),A115796-001 B,800,,,,,,,,12/1/2017 8:05,marlope,0
,102598101,FPS009-2900-0,A105858-001 E,500,,,,,,,,12/1/2017 8:05,marlope,0
,103629201,FPS009-2900-0(02),A109858-001 B,500,,,,,,,,12/1/2017 8:05,marlope,0
,103803801,FPS009-2900-0(04),A109986-001 B,500,,,,,,,,12/1/2017 8:05,marlope,0
,104428601,FPS009-2900-0(05),A112051-001 A,500,,,,,,,,12/1/2017 8:05,marlope,0
,105660701,FPS009-2900-0(10),A115344-001 A,500,,,,,,,,12/1/2017 8:05,marlope,0
,102694801,FPS009-2901-0,A107415-001 F,500,,,,,,,,12/1/2017 8:05,marlope,0
,103466001,FPS009-2901-0(01),A109208-001 C,500,,,,,,,,12/1/2017 8:05,marlope,0
,105117201,FPS009-2901-0-02,A113833-001 B,500,,,,,,,,12/1/2017 8:05,marlope,0
,103754901,FPS009-2902-0,A110175-001 B,500,,,,,,,,12/1/2017 8:05,marlope,0
,104032801,FPS009-2903-0,A110615-001 B,500,,,,,,,,12/1/2017 8:05,marlope,0
,104373101,FPS009-2903-0(01),A111195-001 A,500,,,,,,,,12/1/2017 8:05,marlope,0
,104369101,FPS009-2903-0(02),A111196-001 B,500,,,,,,,,12/1/2017 8:05,marlope,0
,104373201,FPS009-2903-0(03),A111197-001 B,500,,,,,,,,12/1/2017 8:05,marlope,0
,105658501,FPS009-2903-0-VE,A115328-001 A,500,,,,,,,,12/1/2017 8:05,marlope,0
,102995701,PJS008-2100-0(01),A108262-001 B,1300,,,,,,,,12/1/2017 8:05,marlope,0
,103302801,PJS008-2100-0(02),A108945-001 B,1300,,,,,,,,12/1/2017 8:05,marlope,0
,103025801,PJS008-2120-0,A107792-001 B,1300,,,,,,,,12/1/2017 8:05,marlope,0
,102825301,PJS008-2120-0(01),A107865-001 D,1300,,,,,,,,12/1/2017 8:05,marlope,0
,105121101,PJS008-2120-0-02,A113829-001 B,1300,,,,,,,,12/1/2017 8:05,marlope,0
,102904901,PJS008-2300-0,A108038-001 B,1300,,,,,,,,12/1/2017 8:05,marlope,0
,102925501,PJS008-2300-0(01),A108158-001 C,1300,,,,,,,,12/1/2017 8:05,marlope,0
,105403501,PJS008-2300-0(02),A114556-001 B,1300,,,,,,,,12/1/2017 8:05,marlope,0
,103233601,FPS009-2900-0(01),A108029-001 B,500,,,,,,,,12/1/2017 8:05,marlope,0
,103676801,FPS009-2900-0(03),A109928-001 A,500,,,,,,1-822-411-21,,12/1/2017 8:05,marlope,0
,104560601,FPS009-2900-0(06),A112297-001 A,500,,,,,,,,12/1/2017 8:05,marlope,0
,104835601,FPS009-2900-0(07),A113095-001 B,500,,,,,,,,12/1/2017 8:05,marlope,0
,105421401,FPS009-2900-0(09),A114509-001 A,500,,,,,,,,12/1/2017 8:05,marlope,0
,105834401,FPS009-2900-0(11),A115516-001 A,500,,,,,,,,12/1/2017 8:05,marlope,0
,105438801,FPS009-2903-0(05)VE,A113835-001 A,500,,,,,,,,12/1/2017 8:05,marlope,0
,105220301,FPS009-2903-0(06)VE,A113893-001 B,500,,,,,,,,12/1/2017 8:05,marlope,0
,104919201,FPS009-2904-0,A113342-001 A,500,,,,,,,,12/1/2017 8:05,marlope,0
,104918301,FPS009-2904-0(01),A113343-001 A,500,,,,,,,,12/1/2017 8:05,marlope,0
,105877001,FPS009-2904-0-VE(02),A115478-001 C,500,,,,,,,,12/1/2017 8:05,marlope,0
,106407801,FPS009-2904-0-VE(03),A117303-001 B,500,,,,,,,,12/1/2017 8:05,marlope,0
,105394001,FPS009-2905-0,A113434-001 A,500,,,,,,,,12/1/2017 8:05,marlope,0
,105261101,FPS009-2906-0(01),A114152-001 C,500,,,,,,,,12/1/2017 8:05,marlope,0
,105834201,FPS009-2906-0(02),A115517-001 A,500,,,,,,,,12/1/2017 8:05,marlope,0
,105547901,FPS009-2907-0-VE(01),A115078-001 A,500,,,,,,,,12/1/2017 8:05,marlope,0
,105665101,FPS009-2907-0-VE(02),A115419-001 A,500,,,,,,,,12/1/2017 8:05,marlope,0
,106225001,FPS009-2907-0-VE(03),A116976-001 A,500,,,,,,,,12/1/2017 8:05,marlope,0
,106407901,FPS009-2907-0-VE(04),A117304-001 B,500,,,,,,,,12/1/2017 8:05,marlope,0
,106107601,FPS009-2940-0,A115640-001 A,500,,,,,,,,12/1/2017 8:05,marlope,0
,103381101,HF601-30-02,A109202-001 D,2000,,,,,,,,12/1/2017 8:05,marlope,0
,104525501,HF601-30-02(03),A112166-001 C,2000,,,,,,,,12/1/2017 8:05,marlope,0
,103381401,HF601-50-02,A109202-004 D,2000,,,,,,,,12/1/2017 8:05,marlope,0
,104525601,HF601-50-02(03),A112166-004 C,2000,,,,,,,,12/1/2017 8:05,marlope,0
,103390901,HF601-40-02,A109202-002 D,2000,,,,,,,,12/1/2017 8:05,marlope,0
,103391601,HF601-45-02,A109202-003 D,2000,,,,,,,,12/1/2017 8:05,marlope,0
,103392201,HF601-60-02,A109202-005 D,2000,,,,,,,,12/1/2017 8:05,marlope,0
,103430401,HF601-26-02,A109202-007 D,2000,,,,,,,,12/1/2017 8:05,marlope,0
,103423201,HF601-10-02,A109202-006 D,2000,,,,,,,,12/1/2017 8:05,marlope,0
,103587001,HF601-22-03,A109643-001 B,2000,,,,,,,,12/1/2017 8:05,marlope,0
,103596501,HF601-22-03(01),A109644-001 A,2000,,,K1MY22BA0357,,,,FTPb,12/1/2017 8:05,marlope,0
,103753901,HF601-20-02,A109202-008 D,2000,,,,,,,,12/1/2017 8:05,marlope,0
,104525401,HF601-20-02(03),A112166-008 C,2000,,,,,,,,12/1/2017 8:05,marlope,0
,103828501,HF601-30-12,A110277-001 F,1000,,,,,,,,12/1/2017 8:05,marlope,0
,104137601,HF507S-51-03(07),A111031-001 A,1500,,,,,,,,12/1/2017 8:05,marlope,0
,104043201,FPS009-2920-0,A110915-001 B,500,,,,,,,,12/1/2017 8:05,marlope,0
,104112801,FPS009-2920-0(01),A111119-001 C,500,,,K1NA09E00125,,,,,12/1/2017 8:05,marlope,0
,104031701,HF601-10-02(01),A110823-001 C,2000,,,,,,,,12/1/2017 8:05,marlope,0
,105371901,HF601-20-02(04),A114366-008 A,2000,,,,,,,,12/1/2017 8:05,marlope,0
,104766501,HF601-20-02M(03),A112842-001 A,2000,,,,,,,,12/1/2017 8:05,marlope,0
,104766701,HF601-30-02M(03),A112842-002 A,2000,,,,,,,,12/1/2017 8:05,marlope,0
,104838301,HF601-40-02(01),A110823-002 C,2000,,,,,,,,12/1/2017 8:05,marlope,0
,105372001,HF601-40-02(04),A114366-002 A,2000,,,,,,,,12/1/2017 8:05,marlope,0
,104766901,HF601-50-02M(03),A112842-003 A,2000,,,,,,,,12/1/2017 8:05,marlope,0
,104414901,FPS009-2920-0(04),A111985-001 A,500,,,,,,,,12/1/2017 8:05,marlope,0
,105754101,FPS009-2920-0-VE(06),A115545-001 A,500,,,,,,,,12/1/2017 8:05,marlope,0
,106137901,FPS009-2920-0-VE(07),A115765-001 A,500,,,,,,,,12/1/2017 8:05,marlope,0
,105481001,FPS009-2922-0-VE(01),A114681-001 B,500,,,,,,,,12/1/2017 8:05,marlope,0
,105978501,FPS009-2923-0-VE(01),A115819-001 A,500,,,,,,,,12/1/2017 8:05,marlope,0
,106335301,HF201P-2101-1-VE,A117164-001 A,250,,,,,,,,12/1/2017 8:05,marlope,0
,104466501,HF601-20-12,A110277-005 F,1000,,,,,,,,12/1/2017 8:05,marlope,0
,104505501,HF507S-80-02,A105423-005 G,1500,,,,,,,,12/1/2017 8:05,marlope,0
,104524501,HF507S-80-02(12),A112258-005 C,1500,,,,,,,,12/1/2017 8:05,marlope,0
,105567001,HF507S-80-32(12),A115099-001 B,1500,,,,,,,,12/1/2017 8:05,marlope,0
,104570901,HF507S-31-01(12),A112257-002 A,1500,,,,,,,,12/1/2017 8:05,marlope,0
,105438701,HF507S-31-03(13)VE,A113837-001 A,1500,,,,,,,,12/1/2017 8:05,marlope,0
,104571001,HF507S-51-01(12),A112257-004 A,1500,,,,,,,,12/1/2017 8:05,marlope,0
,104809801,FPS009-2409-0(02),A112595-001 A,500,,,,,,,,12/1/2017 8:05,marlope,0
,104713501,FPS009-2930-1 ????????(YEH),K0091,450,,,,,,,,12/1/2017 8:05,marlope,0
,104764501,FPS009-2931-1(01)????????(YEH),K0091,450,,,,,,,,12/1/2017 8:05,marlope,0
,106236901,FPS009-4200-0(06),A116910-001 B,270,,,,,,,,12/1/2017 8:05,marlope,0
,104879701,HF512S-50-02,A113141-002 C,1200,,,,,,,,12/1/2017 8:05,marlope,0
,105132101,CN132R-008-0001,A113447-001 B,1500,,,,,,,,12/1/2017 8:05,marlope,0
,105132001,CN132T-008-0001,A113446-001 B,1500,,,,,,,,12/1/2017 8:05,marlope,0
,105285601,CN132R-013-0001,A114032-001 A,1000,,,,,,,,12/1/2017 8:05,marlope,0
,105352601,HF512S-40-12,A114340-001 A,1200,,,,,,,,12/1/2017 8:05,marlope,0
,105352701,HF512S-50-12,A114340-002 B,1200,,,,,,,,12/1/2017 8:05,marlope,0
,105289701,FMS006-2610-0(03),A114103-001 A,800,,,,,,,,12/1/2017 8:05,marlope,0
,105660801,FMS006-2610-0(04),A114560-001 A,800,,,,,,,,12/1/2017 8:05,marlope,0
,105877301,FMS006-2640-0-VE,A115435-001 B,800,,,,,,,,12/1/2017 8:05,marlope,0
,105339501,FUS006-3210-0,A114115-001 D,1800,,,,,,,,12/1/2017 8:05,marlope,0
,105421601,FUS006-3210-0(01),A114425-001 B,1800,,,,,,,,12/1/2017 8:05,marlope,0
,105755801,FUS006-3210-0(03),A115496-001 A,1800,,,,,,,,12/1/2017 8:05,marlope,0
,105665201,CN121S-104-0002,A115348-001 A,800,,,,,,,,12/1/2017 8:05,marlope,0
,105769401,CN121S-104-0002(01),A115662-001 A,800,,,,,,,,12/1/2017 8:05,marlope,0
,106291001,CN121S-104-0002(02),A117109-001 A,800,,,,,,,,12/1/2017 8:05,marlope,0
,105666101,CN121S-104-0004,A115382-001 A,800,,,,,,,,12/1/2017 8:05,marlope,0
,106345201,CN121S-104-0008,A117206-001 A,800,,,,,,,,12/1/2017 8:05,marlope,0
,104969201,PJS008-2003-0(02),A113422-001 A,1000,,,,,,,,12/1/2017 8:05,marlope,0
,105497301,PJS008-2003-0(05),A114830-001 A,1000,,,,,,,,12/1/2017 8:05,marlope,0
,105977601,PJS008-2005-0-VE(01),A116070-001 A,1000,,,,,,,,12/1/2017 8:05,marlope,0
,105896701,HF301S-106-1800-4011-VE,A115931-001 E,200,,,,,,,,12/1/2017 8:05,marlope,0
,106392201,HF301S-106-1800-4012-VE,A117298-001 A,200,,,,,,,,12/1/2017 8:05,marlope,0
,105793701,HF106P-0001-0A-VE,A115687-001 H,400,,,,,,,,12/1/2017 8:05,marlope,0
,106200401,HF106P-0001-0A-VE(02),A116864-001 B,400,,,,,,,,12/1/2017 8:05,marlope,0
,105992201,HF106P-0001-0B-VE,A115687-007 H,400,,,,,,,,12/1/2017 8:05,marlope,0
,106201001,HF106P-0001-0B-VE(02),A116864-007 B,400,,,,,,,,12/1/2017 8:05,marlope,0
,105794201,HF106P-0001-0C-VE,A115687-002 H,400,,,,,,,,12/1/2017 8:05,marlope,0
,106040701,HF106P-0001-0C-VE(01),A116510-002 C,400,,,,,,,,12/1/2017 8:05,marlope,0
,106200501,HF106P-0001-0C-VE(02),A116864-002 B,400,,,,,,,,12/1/2017 8:05,marlope,0
,105794401,HF106P-0001-0D-VE,A115687-003 H,400,,,,,,,,12/1/2017 8:05,marlope,0
,106200601,HF106P-0001-0D-VE(02),A116864-003 B,400,,,,,,,,12/1/2017 8:05,marlope,0
,106203801,HF106P-0001-0F-VE,A115687-010 H,400,,,,,,,,12/1/2017 8:05,marlope,0
,106201301,HF106P-0001-0F-VE(02),A116864-010 B,400,,,,,,,,12/1/2017 8:05,marlope,0
,106107401,HF106P-0001-0G-VE,A115687-008 H,400,,,,,,,,12/1/2017 8:05,marlope,0
,106201101,HF106P-0001-0G-VE(02),A116864-008 B,400,,,,,,,,12/1/2017 8:05,marlope,0
,105794601,HF106P-0001-0H-VE,A115687-004 H,400,,,,,,,,12/1/2017 8:05,marlope,0
,106200701,HF106P-0001-0H-VE(02),A116864-004 B,400,,,,,,,,12/1/2017 8:05,marlope,0
,105794801,HF106P-0001-0I-VE,A115687-005 H,400,,,,,,,,12/1/2017 8:05,marlope,0
,106200801,HF106P-0001-0I-VE(02),A116864-005 B,400,,,,,,,,12/1/2017 8:05,marlope,0
,105795001,HF106P-0001-0K-VE,A115687-006 H,400,,,,,,,,12/1/2017 8:05,marlope,0
,106200901,HF106P-0001-0K-VE(02),A116864-006 B,400,,,,,,,,12/1/2017 8:05,marlope,0
,106515501,HF106P-0001-0K-VE(03),A117667-006 A,400,,,,,,,,,,0
,106107501,HF106P-0001-0M-VE,A115687-009 H,400,,,,,,,,12/1/2017 8:05,marlope,0
,106201201,HF106P-0001-0M-VE(02),A116864-009 B,400,,,,,,,,12/1/2017 8:05,marlope,0
,105795201,HF107P-0001-0B-VE,A115688-001 C,200,,,,,,,,12/1/2017 8:05,marlope,0
,105796101,HF107P-0001-0C-VE,A115688-002 C,200,,,,,,,,12/1/2017 8:05,marlope,0
,105796301,HF107P-0001-0E-VE,A115688-003 C,200,,,,,,,,12/1/2017 8:05,marlope,0
,105792701,HF108P-0001-0D-VE,A115689-001 C,200,,,,,,,,12/1/2017 8:05,marlope,0
,106503001,HF109P-0001-0B-VE,A116276-004 B,200,,,,,,,,12/1/2017 8:05,marlope,0
,106021001,HF109P-0001-0E-VE,A116276-001 B,200,,,,,,,,12/1/2017 8:05,marlope,0
,106021501,HF109P-0001-0F-VE,A116276-002 B,200,,,,,,,,12/1/2017 8:05,marlope,0
,106107201,HF109P-0002-0B-VE,A116617-004 A,200,,,,,,,,12/1/2017 8:05,marlope,0
,003638701,IC160Z-0324-2401,A100153-038 E,500,,,,,,,,12/1/2017 8:05,marlope,0
,003639401,IC160Z-0324-3001,A100154-026 B,500,,,,,,,,12/1/2017 8:05,marlope,0
,101245501,IC160Z-0324K10196-1,KS-10196 U,500,,,,,,,,12/1/2017 8:05,marlope,0
,101740101,IC160Z-0324-2411,A100153-041 E,500,,,,,,,,12/1/2017 8:05,marlope,0
,003638801,IC160Z-0444-2401,A100153-009 E,400,,,,,,,,12/1/2017 8:05,marlope,0
,003639501,IC160Z-0444-3001,A100154-009 B,400,,,,,,,,12/1/2017 8:05,marlope,0
,101248901,IC160Z-0444K10196-1,KS-10196 U,400,,,,,,,,12/1/2017 8:05,marlope,0
,101993701,IC160Z-0444-2411,A100153-027 E,400,,,,,,,,12/1/2017 8:05,marlope,0
,101595801,IC179-44600-5001,KL-12053 K,250,,,,,,,,12/1/2017 8:05,marlope,0
,101596001,IC179-44600-5001(02),A102022-001 B,250,,,,,,,,12/1/2017 8:05,marlope,0
,103039501,IC179-44600-5001(04),A108077-001 A,250,,,,,,,,12/1/2017 8:05,marlope,0
,104295401,IC179-44600-5001-1,A111521-003 A,250,,,,,,,,12/1/2017 8:05,marlope,0
,100113401,FMS006Z-2100-0,A101000-001 B,800,,,,,,,,12/1/2017 8:05,marlope,0
,100797901,FMS006Z-2100-0(01),A101986-001 A,800,,,,,,,,12/1/2017 8:05,marlope,0
,101013001,FMS006Z-2101-0,A102403-001 A,800,,,,,,,,12/1/2017 8:05,marlope,0
,101082101,FMS006Z-2001-1,A102987-001 A,800,,,,,,,,12/1/2017 8:05,marlope,0
,101082701,FMS006Z-2101-1,A102988-001 A,800,,,,,,,,12/1/2017 8:05,marlope,0
,101286401,FMS006Z-2000-0(01),A103838-001 B,800,,,,,,,,12/1/2017 8:05,marlope,0
,101428001,FMS006Z-2000-0,A104114-001 A,800,,,,,,,,12/1/2017 8:05,marlope,0
,101636901,FMS006-2800-0(01),A104590-001 A,800,,,,,,,,12/1/2017 8:05,marlope,0
,102016401,FMS006Z-2121-0(01),A105415-001 C,800,,,,,,,,12/1/2017 8:05,marlope,0
,102377501,FMS006Z-2101-0(04),A106608-001 A,800,,,,,,,,12/1/2017 8:05,marlope,0
,104249301,FMS006Z-2000-0(03),A111395-001 A,800,,,,,,,,12/1/2017 8:05,marlope,0
,101177301,IC306-070-1400,A103557-001 B,320,,,,,,,,12/1/2017 8:05,marlope,0
,101177601,IC306-070-1401,A103557-002 B,320,,,,,,,,12/1/2017 8:05,marlope,0
,101380401,IC306-070-1100,A100626-001 C,320,,,,,,,,12/1/2017 8:05,marlope,0
,003734801,FMS006-2310-0(01),A100905-001 A,500,,,,,,,FTPb,12/1/2017 8:05,marlope,0
,100971101,FMS006-2710-0(01),A102896-001 B,500,,,,,,,,12/1/2017 8:05,marlope,0
,105835501,FMS006-2310-0(03),A115797-001 A,500,,,,,,,,12/1/2017 8:05,marlope,0
,003707401,FMS006-2310-0,A100698-001 B,500,,,,,,,,12/1/2017 8:05,marlope,0
,100627701,HF503-32-01(01),A101943-001 C,500,,,,,,,,12/1/2017 8:05,marlope,0
